Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2002,1,Ciutat Vella,1,el Raval,1,1001,32
2002,1,Ciutat Vella,1,el Raval,1,1002,47
2002,1,Ciutat Vella,1,el Raval,2,1003,80
2002,1,Ciutat Vella,1,el Raval,2,1004,76
2002,1,Ciutat Vella,1,el Raval,3,1005,96
2002,1,Ciutat Vella,1,el Raval,3,1006,64
2002,1,Ciutat Vella,1,el Raval,3,1007,78
2002,1,Ciutat Vella,1,el Raval,4,1008,121
2002,1,Ciutat Vella,1,el Raval,4,1009,57
2002,1,Ciutat Vella,1,el Raval,4,1010,76
2002,1,Ciutat Vella,1,el Raval,5,1011,82
2002,1,Ciutat Vella,1,el Raval,5,1012,44
2002,1,Ciutat Vella,1,el Raval,5,1013,10
2002,1,Ciutat Vella,1,el Raval,6,1014,52
2002,1,Ciutat Vella,1,el Raval,6,1015,69
2002,1,Ciutat Vella,1,el Raval,6,1016,58
2002,1,Ciutat Vella,1,el Raval,6,1017,63
2002,1,Ciutat Vella,1,el Raval,7,1018,27
2002,1,Ciutat Vella,1,el Raval,7,1019,135
2002,1,Ciutat Vella,1,el Raval,7,1020,49
2002,1,Ciutat Vella,1,el Raval,8,1021,78
2002,1,Ciutat Vella,2,el Barri Gòtic,9,1022,24
2002,1,Ciutat Vella,2,el Barri Gòtic,9,1023,338
2002,1,Ciutat Vella,2,el Barri Gòtic,10,1025,32
2002,1,Ciutat Vella,2,el Barri Gòtic,10,1026,35
2002,1,Ciutat Vella,2,el Barri Gòtic,10,1027,49
2002,1,Ciutat Vella,2,el Barri Gòtic,11,1028,99
2002,1,Ciutat Vella,2,el Barri Gòtic,11,1029,66
2002,1,Ciutat Vella,2,el Barri Gòtic,12,1030,88
2002,1,Ciutat Vella,2,el Barri Gòtic,12,1031,61
2002,1,Ciutat Vella,3,la Barceloneta,13,1032,55
2002,1,Ciutat Vella,3,la Barceloneta,13,1033,29
2002,1,Ciutat Vella,3,la Barceloneta,13,1034,24
2002,1,Ciutat Vella,3,la Barceloneta,14,1035,32
2002,1,Ciutat Vella,3,la Barceloneta,14,1036,20
2002,1,Ciutat Vella,3,la Barceloneta,15,1037,29
2002,1,Ciutat Vella,3,la Barceloneta,15,1038,49
2002,1,Ciutat Vella,3,la Barceloneta,15,1039,20
2002,1,Ciutat Vella,3,la Barceloneta,15,1040,34
2002,1,Ciutat Vella,3,la Barceloneta,15,1041,40
2002,1,Ciutat Vella,3,la Barceloneta,15,1042,27
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,35
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,37
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,68
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,52
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,63
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,73
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,22
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,40
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,44
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,76
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,59
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,45
2002,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,23
2002,2,Eixample,5,el Fort Pienc,20,2001,26
2002,2,Eixample,5,el Fort Pienc,20,2002,15
2002,2,Eixample,5,el Fort Pienc,20,2003,15
2002,2,Eixample,5,el Fort Pienc,20,2004,40
2002,2,Eixample,5,el Fort Pienc,20,2005,39
2002,2,Eixample,5,el Fort Pienc,20,2006,20
2002,2,Eixample,5,el Fort Pienc,20,2007,46
2002,2,Eixample,5,el Fort Pienc,20,2008,26
2002,2,Eixample,5,el Fort Pienc,20,2009,31
2002,2,Eixample,5,el Fort Pienc,21,2010,26
2002,2,Eixample,5,el Fort Pienc,21,2011,15
2002,2,Eixample,5,el Fort Pienc,21,2012,36
2002,2,Eixample,5,el Fort Pienc,21,2013,30
2002,2,Eixample,5,el Fort Pienc,22,2014,36
2002,2,Eixample,5,el Fort Pienc,22,2015,44
2002,2,Eixample,5,el Fort Pienc,22,2016,36
2002,2,Eixample,5,el Fort Pienc,22,2017,40
2002,2,Eixample,5,el Fort Pienc,22,2018,30
