Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2003,1,Ciutat Vella,1,el Raval,1,1001,50
2003,1,Ciutat Vella,1,el Raval,1,1002,57
2003,1,Ciutat Vella,1,el Raval,2,1003,95
2003,1,Ciutat Vella,1,el Raval,2,1004,101
2003,1,Ciutat Vella,1,el Raval,3,1005,78
2003,1,Ciutat Vella,1,el Raval,3,1006,102
2003,1,Ciutat Vella,1,el Raval,3,1007,62
2003,1,Ciutat Vella,1,el Raval,4,1008,119
2003,1,Ciutat Vella,1,el Raval,4,1009,74
2003,1,Ciutat Vella,1,el Raval,4,1010,88
2003,1,Ciutat Vella,1,el Raval,5,1011,149
2003,1,Ciutat Vella,1,el Raval,5,1012,86
2003,1,Ciutat Vella,1,el Raval,5,1013,19
2003,1,Ciutat Vella,1,el Raval,6,1014,52
2003,1,Ciutat Vella,1,el Raval,6,1015,59
2003,1,Ciutat Vella,1,el Raval,6,1016,52
2003,1,Ciutat Vella,1,el Raval,6,1017,76
2003,1,Ciutat Vella,1,el Raval,7,1018,13
2003,1,Ciutat Vella,1,el Raval,7,1019,122
2003,1,Ciutat Vella,1,el Raval,7,1020,57
2003,1,Ciutat Vella,1,el Raval,8,1021,62
2003,1,Ciutat Vella,2,el Barri Gòtic,9,1022,33
2003,1,Ciutat Vella,2,el Barri Gòtic,9,1023,566
2003,1,Ciutat Vella,2,el Barri Gòtic,10,1025,70
2003,1,Ciutat Vella,2,el Barri Gòtic,10,1026,52
2003,1,Ciutat Vella,2,el Barri Gòtic,10,1027,53
2003,1,Ciutat Vella,2,el Barri Gòtic,11,1028,101
2003,1,Ciutat Vella,2,el Barri Gòtic,11,1029,68
2003,1,Ciutat Vella,2,el Barri Gòtic,12,1030,113
2003,1,Ciutat Vella,2,el Barri Gòtic,12,1031,54
2003,1,Ciutat Vella,3,la Barceloneta,13,1032,50
2003,1,Ciutat Vella,3,la Barceloneta,13,1033,39
2003,1,Ciutat Vella,3,la Barceloneta,13,1034,12
2003,1,Ciutat Vella,3,la Barceloneta,14,1035,41
2003,1,Ciutat Vella,3,la Barceloneta,14,1036,31
2003,1,Ciutat Vella,3,la Barceloneta,15,1037,35
2003,1,Ciutat Vella,3,la Barceloneta,15,1038,39
2003,1,Ciutat Vella,3,la Barceloneta,15,1039,43
2003,1,Ciutat Vella,3,la Barceloneta,15,1040,39
2003,1,Ciutat Vella,3,la Barceloneta,15,1041,55
2003,1,Ciutat Vella,3,la Barceloneta,15,1042,20
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,33
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,44
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,70
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,58
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,63
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,67
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,55
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,67
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,57
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,66
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,78
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,45
2003,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,24
2003,2,Eixample,5,el Fort Pienc,20,2001,17
2003,2,Eixample,5,el Fort Pienc,20,2002,40
2003,2,Eixample,5,el Fort Pienc,20,2003,21
2003,2,Eixample,5,el Fort Pienc,20,2004,32
2003,2,Eixample,5,el Fort Pienc,20,2005,37
2003,2,Eixample,5,el Fort Pienc,20,2006,27
2003,2,Eixample,5,el Fort Pienc,20,2007,56
2003,2,Eixample,5,el Fort Pienc,20,2008,31
2003,2,Eixample,5,el Fort Pienc,20,2009,38
2003,2,Eixample,5,el Fort Pienc,21,2010,24
2003,2,Eixample,5,el Fort Pienc,21,2011,37
2003,2,Eixample,5,el Fort Pienc,21,2012,42
2003,2,Eixample,5,el Fort Pienc,21,2013,22
2003,2,Eixample,5,el Fort Pienc,22,2014,56
2003,2,Eixample,5,el Fort Pienc,22,2015,30
2003,2,Eixample,5,el Fort Pienc,22,2016,53
2003,2,Eixample,5,el Fort Pienc,22,2017,33
2003,2,Eixample,5,el Fort Pienc,22,2018,28
2003,2,Eixample,5,el Fort Pienc,22,2019,51
2003,2,Eixample,5,el Fort Pienc,22,2020,62
