Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
1997,1,Ciutat Vella,1,el Raval,1,1001,47
1997,1,Ciutat Vella,1,el Raval,1,1002,20
1997,1,Ciutat Vella,1,el Raval,2,1003,34
1997,1,Ciutat Vella,1,el Raval,2,1004,78
1997,1,Ciutat Vella,1,el Raval,3,1005,38
1997,1,Ciutat Vella,1,el Raval,3,1006,32
1997,1,Ciutat Vella,1,el Raval,3,1007,39
1997,1,Ciutat Vella,1,el Raval,4,1008,52
1997,1,Ciutat Vella,1,el Raval,4,1009,40
1997,1,Ciutat Vella,1,el Raval,4,1010,28
1997,1,Ciutat Vella,1,el Raval,5,1011,36
1997,1,Ciutat Vella,1,el Raval,5,1012,25
1997,1,Ciutat Vella,1,el Raval,5,1013,19
1997,1,Ciutat Vella,1,el Raval,6,1014,16
1997,1,Ciutat Vella,1,el Raval,6,1015,29
1997,1,Ciutat Vella,1,el Raval,6,1016,25
1997,1,Ciutat Vella,1,el Raval,6,1017,27
1997,1,Ciutat Vella,1,el Raval,7,1018,13
1997,1,Ciutat Vella,1,el Raval,7,1019,43
1997,1,Ciutat Vella,1,el Raval,7,1020,34
1997,1,Ciutat Vella,1,el Raval,8,1021,57
1997,1,Ciutat Vella,2,el Barri Gòtic,9,1022,30
1997,1,Ciutat Vella,2,el Barri Gòtic,9,1023,81
1997,1,Ciutat Vella,2,el Barri Gòtic,10,1025,18
1997,1,Ciutat Vella,2,el Barri Gòtic,10,1026,34
1997,1,Ciutat Vella,2,el Barri Gòtic,10,1027,42
1997,1,Ciutat Vella,2,el Barri Gòtic,11,1028,46
1997,1,Ciutat Vella,2,el Barri Gòtic,11,1029,28
1997,1,Ciutat Vella,2,el Barri Gòtic,12,1030,49
1997,1,Ciutat Vella,2,el Barri Gòtic,12,1031,29
1997,1,Ciutat Vella,3,la Barceloneta,13,1032,27
1997,1,Ciutat Vella,3,la Barceloneta,13,1033,7
1997,1,Ciutat Vella,3,la Barceloneta,13,1034,30
1997,1,Ciutat Vella,3,la Barceloneta,14,1035,24
1997,1,Ciutat Vella,3,la Barceloneta,14,1036,15
1997,1,Ciutat Vella,3,la Barceloneta,15,1037,22
1997,1,Ciutat Vella,3,la Barceloneta,15,1038,13
1997,1,Ciutat Vella,3,la Barceloneta,15,1039,14
1997,1,Ciutat Vella,3,la Barceloneta,15,1040,15
1997,1,Ciutat Vella,3,la Barceloneta,15,1041,23
