Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2005,1,Ciutat Vella,1,el Raval,1,1001,145
2005,1,Ciutat Vella,1,el Raval,1,1002,145
2005,1,Ciutat Vella,1,el Raval,2,1003,342
2005,1,Ciutat Vella,1,el Raval,2,1004,321
2005,1,Ciutat Vella,1,el Raval,3,1005,201
2005,1,Ciutat Vella,1,el Raval,3,1006,275
2005,1,Ciutat Vella,1,el Raval,3,1007,287
2005,1,Ciutat Vella,1,el Raval,4,1008,482
2005,1,Ciutat Vella,1,el Raval,4,1009,211
2005,1,Ciutat Vella,1,el Raval,4,1010,253
2005,1,Ciutat Vella,1,el Raval,5,1011,354
2005,1,Ciutat Vella,1,el Raval,5,1012,178
2005,1,Ciutat Vella,1,el Raval,5,1013,70
2005,1,Ciutat Vella,1,el Raval,6,1014,96
2005,1,Ciutat Vella,1,el Raval,6,1015,186
2005,1,Ciutat Vella,1,el Raval,6,1016,171
2005,1,Ciutat Vella,1,el Raval,6,1017,247
2005,1,Ciutat Vella,1,el Raval,7,1018,123
2005,1,Ciutat Vella,1,el Raval,7,1019,255
2005,1,Ciutat Vella,1,el Raval,7,1020,143
2005,1,Ciutat Vella,1,el Raval,8,1021,144
2005,1,Ciutat Vella,2,el Barri Gòtic,9,1022,64
2005,1,Ciutat Vella,2,el Barri Gòtic,9,1023,2855
2005,1,Ciutat Vella,2,el Barri Gòtic,10,1025,105
2005,1,Ciutat Vella,2,el Barri Gòtic,10,1026,134
2005,1,Ciutat Vella,2,el Barri Gòtic,10,1027,127
2005,1,Ciutat Vella,2,el Barri Gòtic,11,1028,189
2005,1,Ciutat Vella,2,el Barri Gòtic,11,1029,155
2005,1,Ciutat Vella,2,el Barri Gòtic,12,1030,226
2005,1,Ciutat Vella,2,el Barri Gòtic,12,1031,205
2005,1,Ciutat Vella,3,la Barceloneta,13,1032,146
2005,1,Ciutat Vella,3,la Barceloneta,13,1033,70
2005,1,Ciutat Vella,3,la Barceloneta,13,1034,69
2005,1,Ciutat Vella,3,la Barceloneta,14,1035,113
2005,1,Ciutat Vella,3,la Barceloneta,14,1036,47
2005,1,Ciutat Vella,3,la Barceloneta,15,1037,52
2005,1,Ciutat Vella,3,la Barceloneta,15,1038,135
2005,1,Ciutat Vella,3,la Barceloneta,15,1039,88
2005,1,Ciutat Vella,3,la Barceloneta,15,1040,89
2005,1,Ciutat Vella,3,la Barceloneta,15,1041,128
2005,1,Ciutat Vella,3,la Barceloneta,15,1042,67
2005,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,82
2005,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,106
