Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2004,1,Ciutat Vella,1,el Raval,1,1001,47
2004,1,Ciutat Vella,1,el Raval,1,1002,77
2004,1,Ciutat Vella,1,el Raval,2,1003,97
2004,1,Ciutat Vella,1,el Raval,2,1004,113
2004,1,Ciutat Vella,1,el Raval,3,1005,88
2004,1,Ciutat Vella,1,el Raval,3,1006,103
2004,1,Ciutat Vella,1,el Raval,3,1007,76
2004,1,Ciutat Vella,1,el Raval,4,1008,138
2004,1,Ciutat Vella,1,el Raval,4,1009,88
2004,1,Ciutat Vella,1,el Raval,4,1010,75
2004,1,Ciutat Vella,1,el Raval,5,1011,130
2004,1,Ciutat Vella,1,el Raval,5,1012,70
2004,1,Ciutat Vella,1,el Raval,5,1013,19
2004,1,Ciutat Vella,1,el Raval,6,1014,59
2004,1,Ciutat Vella,1,el Raval,6,1015,87
2004,1,Ciutat Vella,1,el Raval,6,1016,46
2004,1,Ciutat Vella,1,el Raval,6,1017,84
2004,1,Ciutat Vella,1,el Raval,7,1018,42
2004,1,Ciutat Vella,1,el Raval,7,1019,127
2004,1,Ciutat Vella,1,el Raval,7,1020,68
2004,1,Ciutat Vella,1,el Raval,8,1021,67
2004,1,Ciutat Vella,2,el Barri Gòtic,9,1022,39
2004,1,Ciutat Vella,2,el Barri Gòtic,9,1023,505
2004,1,Ciutat Vella,2,el Barri Gòtic,10,1025,44
2004,1,Ciutat Vella,2,el Barri Gòtic,10,1026,54
2004,1,Ciutat Vella,2,el Barri Gòtic,10,1027,50
2004,1,Ciutat Vella,2,el Barri Gòtic,11,1028,94
2004,1,Ciutat Vella,2,el Barri Gòtic,11,1029,61
2004,1,Ciutat Vella,2,el Barri Gòtic,12,1030,102
2004,1,Ciutat Vella,2,el Barri Gòtic,12,1031,72
2004,1,Ciutat Vella,3,la Barceloneta,13,1032,58
2004,1,Ciutat Vella,3,la Barceloneta,13,1033,36
2004,1,Ciutat Vella,3,la Barceloneta,13,1034,40
2004,1,Ciutat Vella,3,la Barceloneta,14,1035,35
2004,1,Ciutat Vella,3,la Barceloneta,14,1036,30
2004,1,Ciutat Vella,3,la Barceloneta,15,1037,23
2004,1,Ciutat Vella,3,la Barceloneta,15,1038,45
2004,1,Ciutat Vella,3,la Barceloneta,15,1039,20
2004,1,Ciutat Vella,3,la Barceloneta,15,1040,33
2004,1,Ciutat Vella,3,la Barceloneta,15,1041,51
2004,1,Ciutat Vella,3,la Barceloneta,15,1042,31
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,22
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,49
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,75
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,54
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,69
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,102
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,27
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,48
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,75
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,99
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,70
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,49
2004,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,28
2004,2,Eixample,5,el Fort Pienc,20,2001,23
2004,2,Eixample,5,el Fort Pienc,20,2002,56
2004,2,Eixample,5,el Fort Pienc,20,2003,30
2004,2,Eixample,5,el Fort Pienc,20,2004,46
2004,2,Eixample,5,el Fort Pienc,20,2005,36
2004,2,Eixample,5,el Fort Pienc,20,2006,23
2004,2,Eixample,5,el Fort Pienc,20,2007,33
2004,2,Eixample,5,el Fort Pienc,20,2008,30
2004,2,Eixample,5,el Fort Pienc,20,2009,49
2004,2,Eixample,5,el Fort Pienc,21,2010,28
2004,2,Eixample,5,el Fort Pienc,21,2011,25
2004,2,Eixample,5,el Fort Pienc,21,2012,58
2004,2,Eixample,5,el Fort Pienc,21,2013,40
2004,2,Eixample,5,el Fort Pienc,22,2014,32
2004,2,Eixample,5,el Fort Pienc,22,2015,44
2004,2,Eixample,5,el Fort Pienc,22,2016,41
2004,2,Eixample,5,el Fort Pienc,22,2017,29
2004,2,Eixample,5,el Fort Pienc,22,2018,34
2004,2,Eixample,5,el Fort Pienc,22,2019,57
2004,2,Eixample,5,el Fort Pienc,22,2020,50
2004,2,Eixample,6,la Sagrada Família,23,2021,39
2004,2,Eixample,6,la Sagrada Família,23,2022,25
2004,2,Eixample,6,la Sagrada Família,23,2023,19
2004,2,Eixample,6,la Sagrada Família,23,2024,27
2004,2,Eixample,6,la Sagrada Família,24,2025,28
2004,2,Eixample,6,la Sagrada Família,24,2026,58
2004,2,Eixample,6,la Sagrada Família,24,2027,32
2004,2,Eixample,6,la Sagrada Família,24,2028,55
2004,2,Eixample,6,la Sagrada Família,24,2029,26
2004,2,Eixample,6,la Sagrada Família,24,2030,26
2004,2,Eixample,6,la Sagrada Família,24,2031,21
